chromosome,HindIII fragment,chromosome,HindIII fragment,sequence frequency,P value,Q value
1,130646,2,193504,25,"3,17E-10","1,64E-07"
1,130646,2,197093,16,"3,17E-10","1,64E-07"
1,130646,2,200512,10,"1,03E-09","1,91E-06"
1,130646,2,205464,11,"8,40E-10","1,91E-06"
1,130646,2,208923,6,"1,56E-05","2,87E-03"
1,130646,2,210714,9,"2,10E-07","3,01E-05"
1,130646,2,215163,23,"3,17E-10","1,64E-07"
1,130646,2,218318,6,"2,03E-04","8,01E-03"
1,130646,2,222491,14,"3,17E-10","1,64E-07"
1,130646,2,227042,10,"1,73E-08","3,62E-06"
1,130646,2,228881,6,"2,03E-04","8,01E-03"
1,130646,2,232912,7,"2,32E-05","1,44E-03"
1,130646,2,234720,7,"2,32E-05","1,44E-03"
1,130646,2,237231,8,"2,34E-06","2,23E-04"
1,130646,2,239170,13,"3,22E-10","1,64E-07"
1,130646,2,241756,10,"1,73E-08","3,62E-06"
1,130646,2,245669,31,"3,17E-10","1,64E-07"
1,130646,2,248006,14,"8,31E-10","1,91E-06"
1,130646,2,250086,16,"3,17E-10","1,64E-07"
1,130646,2,251864,14,"3,17E-10","1,64E-07"
1,130646,2,259259,11,"8,40E-10","1,91E-06"
1,130646,2,268119,14,"3,17E-10","1,64E-07"
1,130646,2,271446,6,"2,03E-04","8,01E-03"
1,130646,2,273716,10,"1,73E-08","3,62E-06"
1,130646,2,276214,17,"3,17E-10","1,64E-07"
1,130646,2,278991,16,"3,17E-10","1,64E-07"
1,130646,2,283653,10,"1,73E-08","3,62E-06"
1,130646,2,290117,16,"3,17E-10","1,64E-07"
1,130646,2,366540,7,"2,32E-05","1,44E-03"
1,130646,2,400155,6,"2,03E-04","8,01E-03"
1,130646,2,414943,8,"2,34E-06","2,23E-04"
1,130646,2,547513,6,"2,03E-04","8,01E-03"
1,130646,2,592883,7,"2,32E-05","1,44E-03"
1,130646,2,627303,6,"2,03E-04","8,01E-03"
1,134566,2,107437,6,"2,03E-04","8,01E-03"
1,134566,2,133258,6,"2,03E-04","8,01E-03"
1,134566,2,177394,9,"2,10E-07","3,01E-05"
1,134566,2,182268,6,"2,03E-04","8,01E-03"
1,134566,2,185952,8,"2,34E-06","2,23E-04"
1,134566,2,187702,7,"2,32E-05","1,44E-03"
1,134566,2,190351,6,"2,03E-04","8,01E-03"
1,134566,2,193504,15,"3,17E-10","1,64E-07"
1,134566,2,197093,12,"4,01E-10","1,64E-07"
1,134566,2,205464,10,"1,73E-08","3,62E-06"
1,134566,2,215163,11,"1,56E-09","4,62E-07"
1,134566,2,218318,13,"3,22E-10","1,64E-07"
1,134566,2,222491,10,"1,73E-08","3,62E-06"
1,134566,2,245669,23,"3,17E-10","1,64E-07"
1,134566,2,250086,16,"3,17E-10","1,64E-07"
1,134566,2,251864,6,"2,03E-04","8,01E-03"
1,134566,2,268119,11,"1,56E-09","4,62E-07"
1,134566,2,269734,6,"1,56E-05","2,87E-03"
1,134566,2,276214,6,"2,03E-04","8,01E-03"
1,134566,2,277559,6,"2,03E-04","8,01E-03"
1,134566,2,290117,9,"2,10E-07","3,01E-05"
1,134566,2,305529,6,"2,03E-04","8,01E-03"
1,134566,2,400155,8,"2,34E-06","2,23E-04"
1,140853,2,149998,8,"2,34E-06","2,23E-04"
1,140853,2,156794,7,"1,12E-06","4,06E-04"
1,140853,2,190351,7,"1,12E-06","4,06E-04"
1,140853,2,205464,7,"2,32E-05","1,44E-03"
1,140853,2,227042,6,"2,03E-04","8,01E-03"
1,140853,2,234720,7,"1,12E-06","4,06E-04"
1,140853,2,238203,7,"1,12E-06","4,06E-04"
1,140853,2,239170,7,"2,32E-05","1,44E-03"
1,140853,2,245669,13,"3,22E-10","1,64E-07"
1,140853,2,250086,9,"4,80E-09","5,47E-06"
1,140853,2,259259,8,"7,14E-08","4,74E-05"
1,140853,2,268119,6,"2,03E-04","8,01E-03"
1,140853,2,276214,6,"1,56E-05","2,87E-03"
1,140853,2,389582,6,"2,03E-04","8,01E-03"
1,140853,2,586123,6,"2,03E-04","8,01E-03"
1,147791,2,185952,7,"2,32E-05","1,44E-03"
1,147791,2,190351,7,"2,32E-05","1,44E-03"
1,147791,2,193504,7,"2,32E-05","1,44E-03"
1,147791,2,197093,7,"2,32E-05","1,44E-03"
1,147791,2,200512,6,"1,56E-05","2,87E-03"
1,147791,2,208923,7,"2,32E-05","1,44E-03"
1,147791,2,215163,7,"2,32E-05","1,44E-03"
1,147791,2,218971,6,"1,56E-05","2,87E-03"
1,147791,2,227042,7,"1,12E-06","4,06E-04"
1,147791,2,232912,10,"1,73E-08","3,62E-06"
1,147791,2,234720,13,"3,22E-10","1,64E-07"
1,147791,2,235579,6,"1,56E-05","2,87E-03"
1,147791,2,237231,11,"1,56E-09","4,62E-07"
1,147791,2,241756,10,"1,73E-08","3,62E-06"
1,147791,2,245669,20,"3,17E-10","1,64E-07"
1,147791,2,248006,13,"8,31E-10","1,91E-06"
1,147791,2,250086,20,"3,17E-10","1,64E-07"
1,147791,2,251864,8,"2,34E-06","2,23E-04"
1,147791,2,268119,6,"2,03E-04","8,01E-03"
1,147791,2,273716,6,"2,03E-04","8,01E-03"
1,147791,2,276214,16,"8,31E-10","1,91E-06"
1,147791,2,277559,6,"2,03E-04","8,01E-03"
1,147791,2,429972,6,"2,03E-04","8,01E-03"
1,149706,2,185952,9,"2,10E-07","3,01E-05"
1,149706,2,193504,9,"2,10E-07","3,01E-05"
1,149706,2,205464,14,"3,17E-10","1,64E-07"
1,149706,2,215163,8,"2,34E-06","2,23E-04"
1,149706,2,218318,8,"2,34E-06","2,23E-04"
1,149706,2,218971,6,"1,56E-05","2,87E-03"
1,149706,2,222491,14,"3,17E-10","1,64E-07"
1,149706,2,227042,9,"2,10E-07","3,01E-05"
1,149706,2,228881,6,"2,03E-04","8,01E-03"
1,149706,2,231015,9,"4,80E-09","5,47E-06"
1,149706,2,232912,9,"2,10E-07","3,01E-05"
1,149706,2,234720,11,"1,56E-09","4,62E-07"
1,149706,2,236240,8,"7,14E-08","4,74E-05"
1,149706,2,237231,13,"3,22E-10","1,64E-07"
1,149706,2,237825,6,"1,56E-05","2,87E-03"
1,149706,2,238203,6,"1,56E-05","2,87E-03"
1,149706,2,239170,40,"3,17E-10","1,64E-07"
1,149706,2,241756,29,"3,17E-10","1,64E-07"
1,149706,2,245669,47,"3,17E-10","1,64E-07"
1,149706,2,250086,14,"3,17E-10","1,64E-07"
1,149706,2,251864,8,"2,34E-06","2,23E-04"
1,149706,2,259259,8,"7,14E-08","4,74E-05"
1,149706,2,268119,12,"4,01E-10","1,64E-07"
1,149706,2,269734,11,"8,40E-10","1,91E-06"
1,149706,2,271446,6,"2,03E-04","8,01E-03"
1,149706,2,278991,8,"2,34E-06","2,23E-04"
1,149706,2,280734,6,"2,03E-04","8,01E-03"
1,149706,2,283653,6,"2,03E-04","8,01E-03"
1,149706,2,305529,6,"2,03E-04","8,01E-03"
1,149706,2,337328,6,"1,56E-05","2,87E-03"
1,149706,2,369715,6,"2,03E-04","8,01E-03"
1,149706,2,448453,7,"2,32E-05","1,44E-03"
1,151287,2,190351,6,"1,56E-05","2,87E-03"
1,151287,2,241756,8,"7,14E-08","4,74E-05"
1,151287,2,250086,6,"1,56E-05","2,87E-03"
1,151287,2,251864,6,"1,56E-05","2,87E-03"
1,152394,2,239170,6,"1,56E-05","2,87E-03"
1,154558,2,189076,6,"1,56E-05","2,87E-03"
1,154558,2,205464,7,"1,12E-06","4,06E-04"
1,154558,2,215163,8,"7,14E-08","4,74E-05"
1,154558,2,218318,10,"1,73E-08","3,62E-06"
1,154558,2,222491,10,"1,73E-08","3,62E-06"
1,154558,2,228881,8,"7,14E-08","4,74E-05"
1,154558,2,231015,10,"1,03E-09","1,91E-06"
1,154558,2,232912,12,"8,31E-10","1,91E-06"
1,154558,2,234720,21,"8,31E-10","1,91E-06"
1,154558,2,236240,6,"1,56E-05","2,87E-03"
1,154558,2,237231,8,"2,34E-06","2,23E-04"
1,154558,2,237825,7,"1,12E-06","4,06E-04"
1,154558,2,239170,15,"8,31E-10","1,91E-06"
1,154558,2,241756,10,"1,03E-09","1,91E-06"
1,154558,2,245669,9,"2,10E-07","3,01E-05"
1,154558,2,248006,7,"1,12E-06","4,06E-04"
1,154558,2,250086,16,"8,31E-10","1,91E-06"
1,154558,2,259259,7,"1,12E-06","4,06E-04"
1,154558,2,268119,8,"7,14E-08","4,74E-05"
1,154558,2,276214,8,"7,14E-08","4,74E-05"
1,154558,2,290117,7,"1,12E-06","4,06E-04"
1,161357,2,185952,7,"1,12E-06","4,06E-04"
1,161357,2,190351,8,"2,34E-06","2,23E-04"
1,161357,2,200512,6,"1,56E-05","2,87E-03"
1,161357,2,218971,11,"8,40E-10","1,91E-06"
1,161357,2,222491,7,"2,32E-05","1,44E-03"
1,161357,2,239170,7,"2,32E-05","1,44E-03"
1,161357,2,241756,8,"7,14E-08","4,74E-05"
1,161357,2,245669,16,"3,17E-10","1,64E-07"
1,161357,2,250086,10,"1,73E-08","3,62E-06"
1,161357,2,271446,7,"1,12E-06","4,06E-04"
1,167621,2,160950,7,"1,12E-06","4,06E-04"
1,167621,2,182268,6,"2,03E-04","8,01E-03"
1,167621,2,185952,7,"2,32E-05","1,44E-03"
1,167621,2,190351,7,"2,32E-05","1,44E-03"
1,167621,2,193504,9,"2,10E-07","3,01E-05"
1,167621,2,205464,6,"1,56E-05","2,87E-03"
1,167621,2,208923,10,"1,73E-08","3,62E-06"
1,167621,2,218318,6,"2,03E-04","8,01E-03"
1,167621,2,222491,6,"2,03E-04","8,01E-03"
1,167621,2,227042,6,"1,56E-05","2,87E-03"
1,167621,2,231015,7,"1,12E-06","4,06E-04"
1,167621,2,232912,6,"1,56E-05","2,87E-03"
1,167621,2,234720,11,"1,56E-09","4,62E-07"
1,167621,2,237231,14,"3,17E-10","1,64E-07"
1,167621,2,245669,29,"3,17E-10","1,64E-07"
1,167621,2,250086,10,"1,73E-08","3,62E-06"
1,167621,2,278991,7,"2,32E-05","1,44E-03"
1,167621,2,337328,7,"1,12E-06","4,06E-04"
1,167621,2,692580,6,"2,03E-04","8,01E-03"
1,171164,2,74057,6,"2,03E-04","8,01E-03"
1,171164,2,190351,8,"2,34E-06","2,23E-04"
1,171164,2,193504,16,"3,17E-10","1,64E-07"
1,171164,2,197093,8,"2,34E-06","2,23E-04"
1,171164,2,198548,6,"2,03E-04","8,01E-03"
1,171164,2,205464,6,"1,56E-05","2,87E-03"
1,171164,2,208923,6,"2,03E-04","8,01E-03"
1,171164,2,210714,6,"2,03E-04","8,01E-03"
1,171164,2,215163,10,"1,73E-08","3,62E-06"
1,171164,2,222491,6,"2,03E-04","8,01E-03"
1,171164,2,227042,10,"1,03E-09","1,91E-06"
1,171164,2,228881,6,"2,03E-04","8,01E-03"
1,171164,2,232912,8,"2,34E-06","2,23E-04"
1,171164,2,234720,9,"2,10E-07","3,01E-05"
1,171164,2,245669,17,"3,17E-10","1,64E-07"
1,171164,2,250086,14,"3,17E-10","1,64E-07"
1,171164,2,251864,6,"2,03E-04","8,01E-03"
1,171164,2,276214,6,"2,03E-04","8,01E-03"
1,171164,2,283653,10,"1,73E-08","3,62E-06"
1,171164,2,290117,21,"3,17E-10","1,64E-07"
1,171164,2,362662,9,"2,10E-07","3,01E-05"
1,171164,2,492269,6,"2,03E-04","8,01E-03"
1,171164,2,784208,9,"2,10E-07","3,01E-05"
1,174886,2,171075,7,"2,32E-05","1,44E-03"
1,174886,2,189076,7,"2,32E-05","1,44E-03"
1,174886,2,193504,12,"4,01E-10","1,64E-07"
1,174886,2,197093,6,"2,03E-04","8,01E-03"
1,174886,2,215163,13,"3,22E-10","1,64E-07"
1,174886,2,222491,8,"2,34E-06","2,23E-04"
1,174886,2,234720,12,"4,01E-10","1,64E-07"
1,174886,2,236240,6,"2,03E-04","8,01E-03"
1,174886,2,237231,6,"2,03E-04","8,01E-03"
1,174886,2,245669,16,"3,17E-10","1,64E-07"
1,174886,2,250086,8,"2,34E-06","2,23E-04"
1,174886,2,268119,12,"4,01E-10","1,64E-07"
1,174886,2,273716,17,"3,17E-10","1,64E-07"
1,174886,2,290117,8,"2,34E-06","2,23E-04"
1,174886,2,375119,8,"2,34E-06","2,23E-04"
1,180329,2,190351,8,"2,34E-06","2,23E-04"
1,180329,2,193504,12,"4,01E-10","1,64E-07"
1,180329,2,205464,7,"2,32E-05","1,44E-03"
1,180329,2,245669,7,"2,32E-05","1,44E-03"
1,180329,2,268119,7,"2,32E-05","1,44E-03"
1,180329,2,280734,6,"2,03E-04","8,01E-03"
1,180329,2,283653,6,"2,03E-04","8,01E-03"
1,184233,2,421033,6,"2,03E-04","8,01E-03"
1,184795,2,152882,7,"2,32E-05","1,44E-03"
1,184795,2,167917,10,"1,73E-08","3,62E-06"
1,184795,2,190351,8,"2,34E-06","2,23E-04"
1,184795,2,193504,12,"4,01E-10","1,64E-07"
1,184795,2,197093,7,"2,32E-05","1,44E-03"
1,184795,2,205464,6,"2,03E-04","8,01E-03"
1,184795,2,228881,8,"2,34E-06","2,23E-04"
1,184795,2,245669,6,"2,03E-04","8,01E-03"
1,184795,2,414943,6,"2,03E-04","8,01E-03"
1,184795,2,700627,6,"1,56E-05","2,87E-03"
1,186272,2,39289,6,"1,56E-05","2,87E-03"
1,186272,2,128146,6,"2,03E-04","8,01E-03"
1,186272,2,190351,9,"2,10E-07","3,01E-05"
1,186272,2,193504,10,"1,73E-08","3,62E-06"
1,186272,2,205464,7,"2,32E-05","1,44E-03"
1,186272,2,208923,8,"2,34E-06","2,23E-04"
1,186272,2,239170,9,"2,10E-07","3,01E-05"
1,186272,2,241756,9,"2,10E-07","3,01E-05"
1,186272,2,245669,19,"3,17E-10","1,64E-07"
1,186272,2,250086,6,"2,03E-04","8,01E-03"
1,186272,2,276214,8,"2,34E-06","2,23E-04"
1,186272,2,290117,7,"2,32E-05","1,44E-03"
1,186272,2,323620,6,"2,03E-04","8,01E-03"
1,186272,2,413372,6,"2,03E-04","8,01E-03"
1,187825,2,245669,8,"2,34E-06","2,23E-04"
1,187825,2,250086,6,"2,03E-04","8,01E-03"
1,188722,2,190351,8,"2,34E-06","2,23E-04"
1,188722,2,210714,6,"2,03E-04","8,01E-03"
1,188722,2,218318,6,"2,03E-04","8,01E-03"
1,188722,2,222491,6,"2,03E-04","8,01E-03"
1,188722,2,268119,8,"2,34E-06","2,23E-04"
1,188722,2,290117,10,"1,73E-08","3,62E-06"
1,191604,2,187702,7,"2,32E-05","1,44E-03"
1,191604,2,190351,9,"2,10E-07","3,01E-05"
1,191604,2,193504,10,"1,73E-08","3,62E-06"
1,191604,2,205464,7,"2,32E-05","1,44E-03"
1,191604,2,208923,9,"2,10E-07","3,01E-05"
1,191604,2,215163,7,"1,12E-06","4,06E-04"
1,191604,2,231015,8,"7,14E-08","4,74E-05"
1,191604,2,239170,6,"2,03E-04","8,01E-03"
1,191604,2,245669,6,"2,03E-04","8,01E-03"
1,191604,2,250086,11,"1,56E-09","4,62E-07"
1,191604,2,268119,6,"2,03E-04","8,01E-03"
1,191604,2,277559,7,"2,32E-05","1,44E-03"
1,191604,2,278991,9,"2,10E-07","3,01E-05"
1,191604,2,290117,8,"7,14E-08","4,74E-05"
1,196340,2,222491,9,"2,10E-07","3,01E-05"
1,199404,2,81169,6,"2,03E-04","8,01E-03"
1,199404,2,91365,6,"2,03E-04","8,01E-03"
1,199404,2,205464,6,"1,56E-05","2,87E-03"
1,199404,2,245669,7,"2,32E-05","1,44E-03"
1,199404,2,248006,7,"1,12E-06","4,06E-04"
1,199404,2,276214,9,"2,10E-07","3,01E-05"
1,199404,2,290117,7,"2,32E-05","1,44E-03"
1,199404,2,337328,6,"2,03E-04","8,01E-03"
1,199404,2,727864,6,"1,56E-05","2,87E-03"
1,204567,2,177394,7,"2,32E-05","1,44E-03"
1,204567,2,190351,6,"2,03E-04","8,01E-03"
1,204567,2,205464,8,"7,14E-08","4,74E-05"
1,204567,2,239170,8,"2,34E-06","2,23E-04"
1,204567,2,245669,11,"1,56E-09","4,62E-07"
1,204567,2,268119,9,"2,10E-07","3,01E-05"
1,204567,2,290117,8,"2,34E-06","2,23E-04"
1,226931,2,35910,6,"2,03E-04","8,01E-03"
1,226931,2,71465,6,"2,03E-04","8,01E-03"
1,226931,2,81169,6,"2,03E-04","8,01E-03"
1,226931,2,123381,6,"2,03E-04","8,01E-03"
1,226931,2,193504,7,"2,32E-05","1,44E-03"
1,226931,2,222491,7,"2,32E-05","1,44E-03"
1,226931,2,234720,6,"2,03E-04","8,01E-03"
1,226931,2,245669,7,"2,32E-05","1,44E-03"
1,226931,2,250086,7,"2,32E-05","1,44E-03"
1,226931,2,251864,10,"1,73E-08","3,62E-06"
1,226931,2,290117,6,"2,03E-04","8,01E-03"
1,226931,2,305529,11,"1,56E-09","4,62E-07"
1,226931,2,348939,7,"2,32E-05","1,44E-03"
1,3437,3,5195,6,"1,56E-05","2,87E-03"
1,3437,3,314440,7,"1,12E-06","4,06E-04"
1,5091,3,807,9,"2,10E-07","3,01E-05"
1,5091,3,5195,8,"2,34E-06","2,23E-04"
1,5091,3,15939,14,"3,17E-10","1,64E-07"
1,5091,3,35849,8,"2,34E-06","2,23E-04"
1,5091,3,39135,6,"1,56E-05","2,87E-03"
1,5091,3,47306,10,"1,73E-08","3,62E-06"
1,5091,3,67365,6,"2,03E-04","8,01E-03"
1,5091,3,76840,11,"1,56E-09","4,62E-07"
1,5091,3,121547,8,"2,34E-06","2,23E-04"
1,5091,3,154372,8,"2,34E-06","2,23E-04"
1,5091,3,192182,18,"3,17E-10","1,64E-07"
1,5091,3,272448,8,"2,34E-06","2,23E-04"
1,5091,3,274569,8,"2,34E-06","2,23E-04"
1,5091,3,283833,8,"2,34E-06","2,23E-04"
1,13056,3,807,8,"2,34E-06","2,23E-04"
1,13056,3,5195,6,"2,03E-04","8,01E-03"
1,13056,3,47306,6,"2,03E-04","8,01E-03"
1,13056,3,71085,8,"2,34E-06","2,23E-04"
1,13056,3,177565,11,"1,56E-09","4,62E-07"
1,13056,3,212322,6,"2,03E-04","8,01E-03"
1,13056,3,272448,6,"2,03E-04","8,01E-03"
1,20164,3,807,9,"2,10E-07","3,01E-05"
1,20164,3,11811,8,"2,34E-06","2,23E-04"
1,20164,3,15939,8,"2,34E-06","2,23E-04"
1,20164,3,33556,13,"3,22E-10","1,64E-07"
1,20164,3,39135,6,"2,03E-04","8,01E-03"
1,20164,3,80721,10,"1,73E-08","3,62E-06"
1,20164,3,85559,7,"2,32E-05","1,44E-03"
1,20164,3,137763,6,"2,03E-04","8,01E-03"
1,20164,3,171686,9,"2,10E-07","3,01E-05"
1,20164,3,173469,8,"2,34E-06","2,23E-04"
1,20164,3,192182,10,"1,73E-08","3,62E-06"
1,20164,3,205710,7,"2,32E-05","1,44E-03"
1,26147,3,25729,12,"4,01E-10","1,64E-07"
1,26147,3,43406,9,"2,10E-07","3,01E-05"
1,26147,3,47306,11,"1,56E-09","4,62E-07"
1,26147,3,52277,8,"2,34E-06","2,23E-04"
1,26147,3,60064,9,"4,80E-09","5,47E-06"
1,26147,3,71085,11,"1,56E-09","4,62E-07"
1,26147,3,76840,12,"4,01E-10","1,64E-07"
1,26147,3,96173,9,"2,10E-07","3,01E-05"
1,26147,3,108179,13,"3,22E-10","1,64E-07"
1,26147,3,121547,12,"4,01E-10","1,64E-07"
1,26147,3,130213,6,"2,03E-04","8,01E-03"
1,26147,3,134426,8,"2,34E-06","2,23E-04"
1,26147,3,175107,12,"8,31E-10","1,91E-06"
1,26147,3,177565,8,"2,34E-06","2,23E-04"
1,26147,3,179419,7,"2,32E-05","1,44E-03"
1,26147,3,182305,6,"2,03E-04","8,01E-03"
1,26147,3,192182,9,"2,10E-07","3,01E-05"
1,26147,3,212322,10,"1,73E-08","3,62E-06"
1,26147,3,217965,7,"2,32E-05","1,44E-03"
1,26147,3,242848,7,"2,32E-05","1,44E-03"
1,26147,3,256014,11,"1,56E-09","4,62E-07"
1,26147,3,300805,9,"2,10E-07","3,01E-05"
1,31834,3,807,13,"3,22E-10","1,64E-07"
1,31834,3,5195,8,"2,34E-06","2,23E-04"
1,31834,3,15939,7,"1,12E-06","4,06E-04"
1,31834,3,25729,9,"2,10E-07","3,01E-05"
1,31834,3,33556,32,"3,17E-10","1,64E-07"
1,31834,3,35849,7,"2,32E-05","1,44E-03"
1,31834,3,39135,14,"3,17E-10","1,64E-07"
1,31834,3,43406,6,"2,03E-04","8,01E-03"
1,31834,3,47306,13,"3,22E-10","1,64E-07"
1,31834,3,49756,12,"4,01E-10","1,64E-07"
1,31834,3,52277,8,"2,34E-06","2,23E-04"
1,31834,3,60064,11,"8,40E-10","1,91E-06"
1,31834,3,67365,8,"2,34E-06","2,23E-04"
1,31834,3,71085,11,"1,56E-09","4,62E-07"
1,31834,3,80721,15,"3,17E-10","1,64E-07"
1,31834,3,85559,7,"2,32E-05","1,44E-03"
1,31834,3,108179,6,"2,03E-04","8,01E-03"
1,31834,3,116928,9,"2,10E-07","3,01E-05"
1,31834,3,130213,7,"2,32E-05","1,44E-03"
1,31834,3,137763,8,"2,34E-06","2,23E-04"
1,31834,3,141492,6,"1,56E-05","2,87E-03"
1,31834,3,153231,6,"2,03E-04","8,01E-03"
1,31834,3,154372,7,"2,32E-05","1,44E-03"
1,31834,3,156378,8,"2,34E-06","2,23E-04"
1,31834,3,171686,10,"1,73E-08","3,62E-06"
1,31834,3,175107,18,"3,17E-10","1,64E-07"
1,31834,3,186518,11,"1,56E-09","4,62E-07"
1,31834,3,192182,8,"2,34E-06","2,23E-04"
1,31834,3,205710,11,"1,56E-09","4,62E-07"
1,31834,3,212322,15,"3,17E-10","1,64E-07"
1,31834,3,217965,6,"1,56E-05","2,87E-03"
1,31834,3,223623,7,"2,32E-05","1,44E-03"
1,31834,3,231416,8,"7,14E-08","4,74E-05"
1,31834,3,247539,6,"2,03E-04","8,01E-03"
1,31834,3,256014,11,"1,56E-09","4,62E-07"
1,31834,3,263274,13,"3,22E-10","1,64E-07"
1,31834,3,272448,6,"2,03E-04","8,01E-03"
1,31834,3,292989,6,"2,03E-04","8,01E-03"
1,45869,3,5195,8,"7,14E-08","4,74E-05"
1,45869,3,11811,8,"2,34E-06","2,23E-04"
1,45869,3,15939,8,"2,34E-06","2,23E-04"
1,45869,3,33556,19,"3,17E-10","1,64E-07"
1,45869,3,35849,13,"3,22E-10","1,64E-07"
1,45869,3,43406,7,"2,32E-05","1,44E-03"
1,45869,3,47306,14,"3,17E-10","1,64E-07"
1,45869,3,52277,11,"1,56E-09","4,62E-07"
1,45869,3,60064,7,"2,32E-05","1,44E-03"
1,45869,3,67365,9,"2,10E-07","3,01E-05"
1,45869,3,71085,10,"1,73E-08","3,62E-06"
1,45869,3,76840,8,"2,34E-06","2,23E-04"
1,45869,3,80721,10,"1,73E-08","3,62E-06"
1,45869,3,85559,13,"3,22E-10","1,64E-07"
1,45869,3,108179,6,"2,03E-04","8,01E-03"
1,45869,3,112281,10,"1,03E-09","1,91E-06"
1,45869,3,121547,7,"2,32E-05","1,44E-03"
1,45869,3,130213,12,"4,01E-10","1,64E-07"
1,45869,3,134426,9,"2,10E-07","3,01E-05"
1,45869,3,156378,7,"2,32E-05","1,44E-03"
1,45869,3,158715,9,"4,80E-09","5,47E-06"
1,45869,3,167383,7,"2,32E-05","1,44E-03"
1,45869,3,171686,6,"2,03E-04","8,01E-03"
1,45869,3,175107,7,"2,32E-05","1,44E-03"
1,45869,3,177565,8,"2,34E-06","2,23E-04"
1,45869,3,186518,15,"3,17E-10","1,64E-07"
1,45869,3,192182,13,"3,22E-10","1,64E-07"
1,45869,3,205710,10,"1,73E-08","3,62E-06"
1,45869,3,212322,13,"3,22E-10","1,64E-07"
1,45869,3,238833,7,"2,32E-05","1,44E-03"
1,45869,3,247539,6,"1,56E-05","2,87E-03"
1,45869,3,256014,13,"3,22E-10","1,64E-07"
1,45869,3,263274,13,"3,22E-10","1,64E-07"
1,45869,3,268509,6,"2,03E-04","8,01E-03"
1,45869,3,287217,7,"2,32E-05","1,44E-03"
1,57623,3,33556,7,"2,32E-05","1,44E-03"
1,57623,3,47306,8,"2,34E-06","2,23E-04"
1,57623,3,116928,6,"2,03E-04","8,01E-03"
1,57623,3,212322,8,"2,34E-06","2,23E-04"
1,57623,3,243898,7,"2,32E-05","1,44E-03"
1,60374,3,33556,6,"2,03E-04","8,01E-03"
1,60374,3,47306,6,"1,56E-05","2,87E-03"
1,60374,3,60064,6,"1,56E-05","2,87E-03"
1,60374,3,76840,7,"2,32E-05","1,44E-03"
1,60374,3,167383,6,"2,03E-04","8,01E-03"
1,60374,3,192182,6,"2,03E-04","8,01E-03"
1,60374,3,263274,7,"2,32E-05","1,44E-03"
1,60374,3,274569,6,"2,03E-04","8,01E-03"
1,64761,3,807,7,"2,32E-05","1,44E-03"
1,64761,3,33556,6,"2,03E-04","8,01E-03"
1,64761,3,76840,6,"1,56E-05","2,87E-03"
1,64761,3,85559,6,"2,03E-04","8,01E-03"
1,64761,3,173469,7,"2,32E-05","1,44E-03"
1,71123,3,47306,6,"1,56E-05","2,87E-03"
1,71123,3,49756,7,"1,12E-06","4,06E-04"
1,71123,3,60064,7,"1,12E-06","4,06E-04"
1,71123,3,80721,6,"1,56E-05","2,87E-03"
1,71123,3,167383,6,"1,56E-05","2,87E-03"
1,71123,3,205710,6,"1,56E-05","2,87E-03"
1,71123,3,217965,6,"1,56E-05","2,87E-03"
1,75881,3,11811,9,"2,10E-07","3,01E-05"
1,75881,3,33556,15,"3,17E-10","1,64E-07"
1,75881,3,35849,7,"2,32E-05","1,44E-03"
1,75881,3,47306,10,"1,73E-08","3,62E-06"
1,75881,3,60064,7,"2,32E-05","1,44E-03"
1,75881,3,137763,6,"2,03E-04","8,01E-03"
1,75881,3,153231,6,"2,03E-04","8,01E-03"
1,75881,3,167383,7,"2,32E-05","1,44E-03"
1,75881,3,179419,6,"2,03E-04","8,01E-03"
1,75881,3,182305,9,"2,10E-07","3,01E-05"
1,75881,3,186518,6,"2,03E-04","8,01E-03"
1,75881,3,192182,8,"2,34E-06","2,23E-04"
1,75881,3,263274,6,"2,03E-04","8,01E-03"
1,77522,3,33556,12,"4,01E-10","1,64E-07"
1,77522,3,39135,7,"2,32E-05","1,44E-03"
1,77522,3,47306,7,"2,32E-05","1,44E-03"
1,77522,3,52277,6,"2,03E-04","8,01E-03"
1,77522,3,71085,9,"2,10E-07","3,01E-05"
1,77522,3,80721,15,"3,17E-10","1,64E-07"
1,77522,3,85559,13,"3,22E-10","1,64E-07"
1,77522,3,108179,6,"2,03E-04","8,01E-03"
1,77522,3,121547,6,"2,03E-04","8,01E-03"
1,77522,3,130213,6,"2,03E-04","8,01E-03"
1,77522,3,147634,6,"2,03E-04","8,01E-03"
1,77522,3,153231,6,"2,03E-04","8,01E-03"
1,77522,3,156378,7,"2,32E-05","1,44E-03"
1,77522,3,175107,8,"2,34E-06","2,23E-04"
1,77522,3,182305,7,"2,32E-05","1,44E-03"
1,77522,3,186518,7,"2,32E-05","1,44E-03"
1,77522,3,212322,8,"2,34E-06","2,23E-04"
1,77522,3,263274,8,"2,34E-06","2,23E-04"
1,77522,3,272448,6,"2,03E-04","8,01E-03"
1,79041,3,33556,7,"2,32E-05","1,44E-03"
1,79041,3,43406,7,"2,32E-05","1,44E-03"
1,79041,3,47306,6,"1,56E-05","2,87E-03"
1,79041,3,76840,10,"1,73E-08","3,62E-06"
1,79041,3,80721,7,"2,32E-05","1,44E-03"
1,79041,3,85559,7,"2,32E-05","1,44E-03"
1,79041,3,137763,8,"2,34E-06","2,23E-04"
